code,subject,number,title,credits_min,credits_max,level,school,section_count
MSCI-M 584,MSCI,584,MOLECULAR GENETICS,3.0,3.0,500,Medical Sciences (MSCI),1
MSCI-M 630,MSCI,630,MOLECULES TO CELLS TO TISSUES,7.0,7.0,600,Medical Sciences (MSCI),1
MSCI-M 800,MSCI,800,LABORATORY RESEARCH,1.0,12.0,800,Medical Sciences (MSCI),1
MUS-A 100,MUS,100,FOUNDATIONS OF AUDIO TECH,3.0,3.0,100,Music (MUS),8
MUS-A 101,MUS,101,INTRO TO AUDIO TECHNOLOGY,3.0,3.0,100,"Theatre, Drama & Cntmp Dance (THTR)",3
MUS-A 111,MUS,111,ELECTRONICS I,3.0,3.0,100,Music (MUS),4
MUS-A 115,MUS,115,ANALYSIS MUS CREATION/PROD I,3.0,3.0,100,Music (MUS),2
MUS-A 150,MUS,150,INTRO SEMINAR IN AUDIO ENGR,1.0,1.0,100,Music (MUS),1
MUS-A 201,MUS,201,AUDIO TECHNIQUES II,3.0,3.0,200,Music (MUS),3
MUS-A 211,MUS,211,ELECTRONICS III,3.0,3.0,200,Music (MUS),3
MUS-A 215,MUS,215,MUSIC CREATION/PRODUCTION I,3.0,3.0,200,Music (MUS),2
MUS-A 310,MUS,310,MUS CREATION/PROD MASTERCLASS,1.0,1.0,300,Music (MUS),1
MUS-A 320,MUS,320,SOUND REINFORCEMENT TECHNIQUES,3.0,3.0,300,Music (MUS),1
MUS-A 321,MUS,321,SOUND FOR VISUAL MEDIA,3.0,3.0,300,Music (MUS),3
MUS-A 350,MUS,350,SEMINAR IN AUDIO ENGINEERING,1.0,1.0,300,Music (MUS),1
MUS-A 370,MUS,370,MULTITRACK STUDIO TECH II,3.0,3.0,300,Music (MUS),1
MUS-A 460,MUS,460,SURROUND SOUND/IMMERSIVE AUDIO,3.0,3.0,400,Music (MUS),1
MUS-A 461,MUS,461,FINAL PROJECT IN AUDIO ENGR,1.0,1.0,400,Music (MUS),1
MUS-A 470,MUS,470,IND MULTITRACK STUDIO PROJ I,3.0,3.0,400,Music (MUS),1
MUS-A 471,MUS,471,IND MULTITRACK STUDIO PROJ II,3.0,3.0,400,Music (MUS),1
MUS-A 480,MUS,480,INTERNSHIP IN AUDIO,3.0,3.0,400,Music (MUS),1
MUS-B 110,MUS,110,HORN ELECTIVE/SECONDARY,2.0,2.0,100,Music (MUS),1
MUS-B 120,MUS,120,TRUMPET UGRD ELECTIVE/SECONDRY,2.0,2.0,100,Music (MUS),1
MUS-B 130,MUS,130,TROMBONE ELECT/SECONDARY,2.0,2.0,100,Music (MUS),2
MUS-B 140,MUS,140,EUPHONIUM ELECT/SECONDARY,2.0,2.0,100,Music (MUS),1
MUS-B 150,MUS,150,TUBA ELECT/SECONDARY,2.0,2.0,100,Music (MUS),1
MUS-B 410,MUS,410,HORN UNDERGRADUATE MAJOR,2.0,6.0,400,Music (MUS),4
MUS-B 420,MUS,420,TRUMPET UNDERGRADUATE MAJOR,2.0,6.0,400,Music (MUS),4
MUS-B 430,MUS,430,TROMBONE UNDERGRAD MAJOR,2.0,6.0,400,Music (MUS),4
MUS-B 440,MUS,440,EUPHONIUM UNDERGRAD MAJOR,2.0,6.0,400,Music (MUS),2
MUS-B 450,MUS,450,TUBA UNDERGRAD MAJOR,2.0,6.0,400,Music (MUS),2
MUS-B 601,MUS,601,DOCTORAL BRASS RECITAL,1.0,1.0,600,Music (MUS),2
MUS-B 602,MUS,602,DOCTORAL BRASS CHAMBER RECITAL,1.0,1.0,600,Music (MUS),1
MUS-B 710,MUS,710,HORN GRADUATE ELECTIVE,2.0,4.0,700,Music (MUS),1
MUS-B 720,MUS,720,TRUMPET GRADUATE ELECTIVE,2.0,4.0,700,Music (MUS),1
MUS-B 730,MUS,730,TROMBONE GRADUATE ELECTIVE,2.0,4.0,700,Music (MUS),1
MUS-B 740,MUS,740,EUPHONIUM GRADUATE ELECTIVE,2.0,4.0,700,Music (MUS),1
MUS-B 750,MUS,750,TUBA GRADUATE ELECTIVE,2.0,4.0,700,Music (MUS),1
MUS-B 810,MUS,810,HORN GRADUATE MINOR,2.0,4.0,800,Music (MUS),3
MUS-B 820,MUS,820,TRUMPET GRADUATE MINOR,2.0,4.0,800,Music (MUS),2
MUS-B 830,MUS,830,TROMBONE GRADUATE MINOR,2.0,4.0,800,Music (MUS),3
MUS-B 840,MUS,840,EUPHONIUM GRADUATE MINOR,2.0,4.0,800,Music (MUS),1
MUS-B 850,MUS,850,TUBA GRADUATE MINOR,2.0,4.0,800,Music (MUS),1
MUS-B 910,MUS,910,HORN GRADUATE MAJOR,3.0,8.0,900,Music (MUS),4
MUS-B 920,MUS,920,TRUMPET GRADUATE MAJOR,3.0,8.0,900,Music (MUS),4
MUS-B 930,MUS,930,TROMBONE GRAD MAJOR,3.0,8.0,900,Music (MUS),4
MUS-B 940,MUS,940,EUPHONIUM GRAD MAJOR,3.0,8.0,900,Music (MUS),2
MUS-B 950,MUS,950,TUBA GRAD MAJOR,3.0,8.0,900,Music (MUS),2
MUS-BE 131,MUS,131,BE: MUS-E131/EDUC-M 101,2.0,2.0,100,Music (MUS),1
MUS-BE 232,MUS,232,BE: MUS-E 232/EDUC-M 201,3.0,3.0,200,Music (MUS),1
MUS-BE 281,MUS,281,BE: MUS-F 281/200,3.0,3.0,200,Music (MUS),1
MUS-BE 301,MUS,301,BE: MUS-I 301/K 100,3.0,3.0,300,Music (MUS),1
MUS-BE 337,MUS,337,BE: MUS-F 337/200,3.0,3.0,300,Music (MUS),1
MUS-BE 342,MUS,342,MUS-E 342/EDUC-K 207/M 301,4.0,4.0,300,Music (MUS),1
MUS-BE 343,MUS,343,MUS-E 343/EDUC-M 301,3.0,3.0,300,Music (MUS),1
MUS-BE 344,MUS,344,MUS-E 344/EDUC-M 301,3.0,3.0,300,Music (MUS),1
MUS-C 411,MUS,411,SERVICE PLAYING I,2.0,2.0,400,Music (MUS),1
MUS-C 430,MUS,430,HIST & PRACT OF SACRED MUSIC,2.0,2.0,400,Music (MUS),1
MUS-C 500,MUS,500,IND ST IN SACRED MUS PRACTICES,1.0,3.0,500,Music (MUS),1
MUS-C 511,MUS,511,SERVICE PLAYING I,2.0,2.0,500,Music (MUS),1
MUS-C 530,MUS,530,HIST & PRACT OF SACRED MUSIC,2.0,2.0,500,Music (MUS),1
MUS-C 611,MUS,611,SERVICE PLAYING I,2.0,2.0,600,Music (MUS),1
MUS-C 630,MUS,630,HIST & PRACT OF SACRED MUSIC,2.0,2.0,600,Music (MUS),1
MUS-D 100,MUS,100,PERCUSSION ELECT/SECONDARY,2.0,2.0,100,Music (MUS),1
MUS-D 400,MUS,400,PERCUSSION UNDERGRAD MAJOR,2.0,6.0,400,Music (MUS),6
MUS-D 601,MUS,601,DOCTORAL PERCUSSION RECITAL,1.0,1.0,600,Music (MUS),2
MUS-D 700,MUS,700,PERCUSSION GRADUATE ELECTIVE,2.0,4.0,700,Music (MUS),1
MUS-D 800,MUS,800,PERCUSSION GRADUATE MINOR,2.0,4.0,800,Music (MUS),5
MUS-D 900,MUS,900,PERCUSSION GRAD MAJOR,3.0,8.0,900,Music (MUS),6
MUS-E 120,MUS,120,APPLD & COMMUNITY MUS PEDAGOGY,2.0,2.0,100,Music (MUS),1
MUS-E 131,MUS,131,FRESHMAN COLLOQUIUM IN MUS ED,2.0,2.0,100,Music (MUS),1
MUS-E 232,MUS,232,INCL PARTICIPATORY MUS PRACT,3.0,3.0,200,Music (MUS),1
MUS-E 303,MUS,303,VIOLIN / VIOLA PEDAGOGY I,2.0,2.0,300,Music (MUS),2
MUS-E 306,MUS,306,CELLO PEDAGOGY,2.0,2.0,300,Music (MUS),1
MUS-E 312,MUS,312,ARR INSTRUMENTL & VOCAL GRPS,2.0,2.0,300,Music (MUS),1
MUS-E 342,MUS,342,METHODS & MTLS TEACH ELEM MUS,3.0,3.0,300,Music (MUS),1
MUS-E 343,MUS,343,METHD & MTLS TEACH CHORAL MUS,3.0,3.0,300,Music (MUS),1
MUS-E 344,MUS,344,METHODS & MTLS TEACH INST MUS,3.0,3.0,300,Music (MUS),1
MUS-E 358,MUS,358,GUITAR ARRANGING/TRANSCRIPTION,2.0,2.0,300,Music (MUS),1
MUS-E 400,MUS,400,UNDERGRAD RDGS IN MUSIC EDUC,2.0,3.0,400,Music (MUS),1
MUS-E 413,MUS,413,HARP PEDAGOGY,2.0,2.0,400,Music (MUS),1
MUS-E 414,MUS,414,APPLIED HARP PEDAGOGY,2.0,2.0,400,Music (MUS),1
MUS-E 434,MUS,434,ADMIN OF SCHOOL BANDS AND ORCH,3.0,3.0,400,Music (MUS),1
MUS-E 459,MUS,459,INSTRUMENTAL PEDAGOGY,2.0,2.0,400,Music (MUS),3
MUS-E 493,MUS,493,PIANO PEDAGOGY,2.0,2.0,400,Music (MUS),1
MUS-E 494,MUS,494,VOCAL PEDAGOGY,3.0,3.0,400,Music (MUS),1
MUS-E 502,MUS,502,THE PRACTICE OF MUSIC TEACHING,3.0,3.0,500,Music (MUS),1
MUS-E 503,MUS,503,VIOLIN / VIOLA PEDAGOGY I,2.0,2.0,500,Music (MUS),2
MUS-E 505,MUS,505,VIOLIN / VIOLA PEDAGOGY III,2.0,2.0,500,Music (MUS),1
MUS-E 506,MUS,506,CELLO PEDAGOGY,2.0,2.0,500,Music (MUS),1
MUS-E 508,MUS,508,EUPHONIUM PEDAGOGY,1.0,1.0,500,Music (MUS),1
MUS-E 509,MUS,509,HORN PEDAGOGY,1.0,1.0,500,Music (MUS),1
MUS-E 510,MUS,510,TRUMPET PEDAGOGY,1.0,1.0,500,Music (MUS),1
MUS-E 511,MUS,511,TROMBONE PEDAGOGY,1.0,1.0,500,Music (MUS),1
MUS-E 512,MUS,512,TUBA PEDAGOGY,1.0,1.0,500,Music (MUS),1
MUS-E 513,MUS,513,HARP PEDAGOGY,2.0,2.0,500,Music (MUS),1
MUS-E 514,MUS,514,APPLIED HARP PEDAGOGY,2.0,2.0,500,Music (MUS),1
MUS-E 518,MUS,518,FOUNDATIONS OF MUSIC EDUCATION,3.0,3.0,500,Music (MUS),1
MUS-E 524,MUS,524,EXPLOR TEACHG/GENERAL MUS K-12,3.0,3.0,500,Music (MUS),1
MUS-E 527,MUS,527,ADVANCED INSTRUMENTAL METHODS,3.0,3.0,500,Music (MUS),1
MUS-E 528,MUS,528,ADV CHORAL METHODS & MATERIALS,3.0,3.0,500,Music (MUS),1
MUS-E 533,MUS,533,RESEARCH IN MUSIC EDUCATION,1.0,3.0,500,Music (MUS),1
MUS-E 545,MUS,545,GUIDED PROFSNL EXPERIENCES,1.0,3.0,500,Music (MUS),1
MUS-E 558,MUS,558,GUITAR ARRANGING/TRANSCRIPTION,3.0,3.0,500,Music (MUS),1
MUS-E 559,MUS,559,INSTRUMENTAL PEDAGOGY,2.0,2.0,500,Music (MUS),2
MUS-E 594,MUS,594,VOICE PEDAGOGY,3.0,3.0,500,Music (MUS),1
MUS-E 598,MUS,598,PRACT/THESIS PROPOSAL: MUS EDUC,0.0,0.0,500,Music (MUS),1
MUS-E 599,MUS,599,PRACTICUM IN MUSIC EDUCATION,1.0,3.0,500,Music (MUS),1
MUS-E 600,MUS,600,THESIS IN MUSIC EDUCATION,1.0,3.0,600,Music (MUS),1
MUS-E 610,MUS,610,MASTER'S CAPSTONE/MUSIC EDUC,1.0,1.0,600,Music (MUS),1
MUS-E 619,MUS,619,PSYCHOLOGY OF MUSIC,3.0,3.0,600,Music (MUS),1
MUS-E 625,MUS,625,THE ADMIN OF MUS IN HIGHER ED,3.0,3.0,600,Music (MUS),1
MUS-E 640,MUS,640,QUALITATVE RSRCH IN MUSIC EDUC,3.0,3.0,600,Music (MUS),1
MUS-E 645,MUS,645,MUSIC TEACHER EDUCATION,2.0,2.0,600,Music (MUS),1
MUS-E 650,MUS,650,MUSIC EDUC RESEARCH COLLOQUIUM,0.0,0.0,600,Music (MUS),1
MUS-E 658,MUS,658,SEMINAR IN MUSIC EDUCATION,2.0,2.0,600,Music (MUS),1
MUS-E 662,MUS,662,PUBLIC LECTURE IN MUSIC EDUC,0.0,0.0,600,Music (MUS),1
MUS-E 663,MUS,663,RESEARCH LECTURE IN MUSIC EDUC,0.0,0.0,600,Music (MUS),1
MUS-E 673,MUS,673,PEDAGOGY OF JAZZ MUSICIANSHIP,3.0,3.0,600,Music (MUS),1
MUS-E 674,MUS,674,JAZZ HISTORY PEDAGOGY,3.0,3.0,600,Music (MUS),1
MUS-E 695,MUS,695,VOICE PED RESEARCH FOUNDATIONS,3.0,3.0,600,Music (MUS),1
MUS-E 700,MUS,700,DISSERTATION IN MUS EDUCATION,1.0,12.0,700,Music (MUS),1
MUS-F 200,MUS,200,MUSIC EDUC INSTRUMENTAL LAB,1.0,1.0,200,Music (MUS),2
MUS-F 205,MUS,205,INTRO TO INSTRUMENTAL TECH,3.0,3.0,200,Music (MUS),1
MUS-F 261,MUS,261,STRING CLASS TECHNIQUES 1,2.0,2.0,200,Music (MUS),1
MUS-F 281,MUS,281,BRASS INSTRUMENT TECHNIQUES,2.0,2.0,200,Music (MUS),1
MUS-F 300,MUS,300,PIANO ACCOMPANYING,1.0,1.0,300,Music (MUS),2
MUS-F 325,MUS,325,RHYTHM SECTION METHODS,2.0,2.0,300,Music (MUS),1
MUS-F 330,MUS,330,FOUNDATNS LATIN AMER PERCUSSN,3.0,3.0,300,Music (MUS),1
MUS-F 337,MUS,337,WOODWIND TECHNIQUES,2.0,2.0,300,Music (MUS),1
MUS-F 338,MUS,338,PERCUSSION TECHNIQUES,2.0,2.0,300,Music (MUS),1
MUS-F 340,MUS,340,POSTURAL ALIGNMENT MUSICIAN I,1.0,1.0,300,Music (MUS),5
MUS-F 343,MUS,343,POSTURAL ALIGNMENT MUSICIAN II,1.0,1.0,300,Music (MUS),1
MUS-F 400,MUS,400,SEMINAR IN INTERPRETATION,2.0,3.0,400,Music (MUS),1
MUS-F 401,MUS,401,ACCOMPANIMENT OF BAROQUE MUSIC,2.0,2.0,400,Music (MUS),1
MUS-F 419,MUS,419,ORCH REPERTOIRE/UNDRGRAD,1.0,1.0,400,Music (MUS),8
MUS-F 420,MUS,420,TOPICS IN PERF STUDY/UNDERGRAD,2.0,2.0,400,Music (MUS),1
MUS-F 445,MUS,445,BRASS CHAMBER ENSEMBLE,1.0,1.0,400,Music (MUS),3
MUS-F 446,MUS,446,WOODWIND CHAMBER ENSEMBLE,1.0,1.0,400,Music (MUS),1
MUS-F 447,MUS,447,PERCUSSION CHAMBER ENSEMBLE,1.0,1.0,400,Music (MUS),2
MUS-F 449,MUS,449,HARP ENSEMBLE,1.0,1.0,400,Music (MUS),1
MUS-F 450,MUS,450,CHAMBER MUSIC,1.0,1.0,400,Music (MUS),12
MUS-F 457,MUS,457,SEMINAR IN PERFORMANCE,1.0,3.0,400,Music (MUS),1
MUS-F 461,MUS,461,EAR TRAINING FOR CONDUCTORS,1.0,1.0,400,Music (MUS),1
MUS-F 466,MUS,466,TECHNIQUES IN MARCHING BANDS,2.0,2.0,400,Music (MUS),1
MUS-F 501,MUS,501,ACCOMPANIMENT OF BAROQUE MUSIC,2.0,2.0,500,Music (MUS),1
MUS-F 519,MUS,519,ORCHESTRAL REPERTOIRE/GRADUATE,1.0,1.0,500,Music (MUS),9
MUS-F 520,MUS,520,TOPICS IN PERF STUDY/GRADUATE,2.0,2.0,500,Music (MUS),3
MUS-F 526,MUS,526,INTRO TO BAROQUE VIOLIN/VIOLA,2.0,2.0,500,Music (MUS),1
MUS-F 530,MUS,530,FOUNDATNS LATIN AMER PERCUSSN,3.0,3.0,500,Music (MUS),1
MUS-F 531,MUS,531,GRAD EAR TRAINING CONDUCTORS,1.0,1.0,500,Music (MUS),1
MUS-F 540,MUS,540,POSTURAL ALIGNMENT MUSICIAN I,1.0,1.0,500,Music (MUS),5
MUS-F 543,MUS,543,POSTURAL ALIGN MUSICIANS II,1.0,1.0,500,Music (MUS),1
MUS-F 545,MUS,545,BRASS CHAMBER ENSEMBLE,0.0,1.0,500,Music (MUS),3
MUS-F 546,MUS,546,WOODWIND CHAMBER ENSEMBLE,0.0,1.0,500,Music (MUS),1
MUS-F 547,MUS,547,PERCUSSION CHAMBER ENSEMBLE,0.0,1.0,500,Music (MUS),2
MUS-F 549,MUS,549,HARP ENSEMBLE,0.0,1.0,500,Music (MUS),1
MUS-F 550,MUS,550,CHAMBER MUSIC,0.0,1.0,500,Music (MUS),12
MUS-F 561,MUS,561,SEMINAR IN INTERPRETATION,2.0,3.0,500,Music (MUS),1
MUS-F 590,MUS,590,TECH MARCH BAND/GRAD STUDENTS,3.0,3.0,500,Music (MUS),1
MUS-F 603,MUS,603,SEMINAR IN PERCUSSION PERF,2.0,2.0,600,Music (MUS),1
MUS-F 650,MUS,650,COACHING CHAMBER MUSIC,1.0,1.0,600,Music (MUS),1
MUS-G 370,MUS,370,TECHNIQUES FOR CONDUCTING,2.0,2.0,300,Music (MUS),3
MUS-G 373,MUS,373,INSTRUMENTAL CONDUCTING,2.0,2.0,300,Music (MUS),1
MUS-G 374,MUS,374,ADVANCED INSTR CONDUCTING,2.0,2.0,300,Music (MUS),1
MUS-G 504,MUS,504,MASTER'S CHORAL CNDTNG PRACTCM,0.0,0.0,500,Music (MUS),1
MUS-G 537,MUS,537,MAST CHORAL COND: 20C-TODAY,2.0,2.0,500,Music (MUS),1
MUS-G 555,MUS,555,FOUNDATIONS IN CHORAL COND,3.0,3.0,500,Music (MUS),1
MUS-G 560,MUS,560,GRADUATE CHORAL CONDUCTING,3.0,3.0,500,Music (MUS),1
MUS-G 566,MUS,566,INTERP & CONDUCT OF BAND LIT I,3.0,3.0,500,Music (MUS),1
MUS-G 567,MUS,567,INTERP & COND OF BAND LIT II,3.0,3.0,500,Music (MUS),1
MUS-G 571,MUS,571,MASTER'S ADV ORCHESTRAL COND,3.0,3.0,500,Music (MUS),1
MUS-G 579,MUS,579,MASTER'S ADV WIND CONDUCTING,3.0,3.0,500,Music (MUS),1
MUS-G 603,MUS,603,MASTER'S ORCHESTRAL COND PERF,0.0,0.0,600,Music (MUS),1
MUS-G 604,MUS,604,MASTER'S CHORAL CONDUCTNG PERF,0.0,0.0,600,Music (MUS),1
MUS-G 605,MUS,605,MASTER'S WIND COND PERFORMANCE,0.0,0.0,600,Music (MUS),1
MUS-G 663,MUS,663,DOCT CHORAL COND: 20C-TODAY,3.0,3.0,600,Music (MUS),1
MUS-G 671,MUS,671,DOCT ADV ORCHESTRAL COND,3.0,3.0,600,Music (MUS),1
MUS-G 679,MUS,679,DOCTORAL ADV WIND CONDUCTING,3.0,3.0,600,Music (MUS),1
MUS-G 801,MUS,801,DOCT ORCHESTRAL COND PERF,2.0,2.0,800,Music (MUS),2
MUS-G 802,MUS,802,DOCT WIND CONDUCTG PERFORMANCE,3.0,3.0,800,Music (MUS),1
MUS-G 810,MUS,810,DOCT CHORAL CONDUCTING PERF 1,2.0,2.0,800,Music (MUS),1
MUS-G 811,MUS,811,DOCT CHORAL CONDUCTING PERF 2,2.0,2.0,800,Music (MUS),1
MUS-G 901,MUS,901,ADVANCED RESEARCH,6.0,6.0,900,Music (MUS),1
MUS-H 100,MUS,100,HARP ELECT/SECONDARY,2.0,2.0,100,Music (MUS),1
MUS-H 400,MUS,400,HARP UNDERGRAD MAJOR,2.0,6.0,400,Music (MUS),2
MUS-H 601,MUS,601,DOCTORAL HARP RECITAL,1.0,1.0,600,Music (MUS),1
MUS-H 602,MUS,602,DOCTRL HARP RECITAL (LECTURE),1.0,1.0,600,Music (MUS),1
MUS-H 603,MUS,603,DOCTRL HARP RECITAL (CONCERTO),1.0,1.0,600,Music (MUS),1
MUS-H 604,MUS,604,DOCTRL HARP RECITAL (CHAMBER),1.0,1.0,600,Music (MUS),1
MUS-H 800,MUS,800,HARP GRADUATE MINOR,2.0,4.0,800,Music (MUS),1
MUS-H 900,MUS,900,HARP GRAD MAJOR,3.0,8.0,900,Music (MUS),2
MUS-I 202,MUS,202,MASTER CLASS MUS ED STDNT TCHG,1.0,1.0,200,Music (MUS),1
MUS-I 300,MUS,300,STUDIO MASTERCLASS,0.0,0.0,300,Music (MUS),66
MUS-I 301,MUS,301,DEPARTMENTAL MASTERCLASS,0.0,0.0,300,Music (MUS),11
MUS-I 407,MUS,407,BME SENIOR RECITAL,0.0,0.0,400,Music (MUS),1
MUS-I 408,MUS,408,JAZZ SENIOR RECITAL,0.0,0.0,400,Music (MUS),1
MUS-I 409,MUS,409,BSOF SENIOR RECITAL,0.0,0.0,400,Music (MUS),1
MUS-I 410,MUS,410,DOUBLE BASS REPERTORY EXAM,0.0,0.0,400,Music (MUS),1
MUS-I 411,MUS,411,BM JUNIOR RECITAL,0.0,0.0,400,Music (MUS),1
MUS-I 412,MUS,412,BM SENIOR RECITAL,0.0,0.0,400,Music (MUS),1
MUS-I 500,MUS,500,STUDIO MASTERCLASS,0.0,0.0,500,Music (MUS),69
MUS-I 501,MUS,501,DEPARTMENTAL MASTERCLASS,0.0,0.0,500,Music (MUS),13
MUS-I 502,MUS,502,MASTER CLASS MUS ED STDNT TCHG,0.0,0.0,500,Music (MUS),1
MUS-I 611,MUS,611,PERFORMER DIPLOMA RECITAL,0.0,0.0,600,Music (MUS),1
MUS-I 612,MUS,612,EXAM IN ORCHESTRAL REPERTOIRE,0.0,0.0,600,Music (MUS),1
MUS-I 613,MUS,613,PERF DIPLOMA CHAMBER MUS REC,0.0,0.0,600,Music (MUS),1
MUS-I 614,MUS,614,PERF DIPLOMA CLB PIANO REC,0.0,0.0,600,Music (MUS),1
MUS-I 615,MUS,615,PERF DIPLOMA ORGAN IMPROV REC,0.0,0.0,600,Music (MUS),1
MUS-I 711,MUS,711,MASTERS RECITAL,0.0,0.0,700,Music (MUS),2
MUS-I 821,MUS,821,DOCTORAL CHAMBER MUSIC RECITAL,1.0,1.0,800,Music (MUS),2
MUS-I 911,MUS,911,ARTIST DIPLOMA RECITAL,0.0,0.0,900,Music (MUS),4
MUS-I 921,MUS,921,ARTIST DIPLOMA CHAMBER MUS REC,0.0,0.0,900,Music (MUS),1
MUS-J 100,MUS,100,BALLET ELECTIVE/SECONDARY,2.0,2.0,100,"Theatre, Drama & Cntmp Dance (THTR)",6
MUS-J 208,MUS,208,CONDITIONING THE DANCER'S BODY,1.0,1.0,200,Music (MUS),1
MUS-J 220,MUS,220,CONTEMPORARY BALLET,1.0,1.0,200,Music (MUS),1
MUS-J 340,MUS,340,BALLET PEDAGOGY,2.0,2.0,300,Music (MUS),1
MUS-J 400,MUS,400,BALLET MAJORS,5.0,6.0,400,Music (MUS),1
MUS-J 425,MUS,425,BALLET CAREER PLANNING,2.0,2.0,400,Music (MUS),1
MUS-J 700,MUS,700,BALLET GRAD ELECTIVE (BEGIN I),2.0,2.0,700,Music (MUS),6
MUS-K 100,MUS,100,"COMPOSITION, ELECT/SECONDARY",3.0,3.0,100,Music (MUS),1
MUS-K 101,MUS,101,FRESHMAN WORKSHOP/COMPOSITION,1.0,1.0,100,Music (MUS),1
MUS-K 133,MUS,133,NOTATION AND CALLIGRAPHY,1.0,1.0,100,Music (MUS),1
MUS-K 214,MUS,214,INSTRUMENTATION,2.0,2.0,200,Music (MUS),1
MUS-K 231,MUS,231,FREE COUNTERPOINT 1,2.0,2.0,200,Music (MUS),1
MUS-K 301,MUS,301,COMPOSITION FORUM,1.0,1.0,300,Music (MUS),1
MUS-K 302,MUS,302,PROJECTS IN SCORING VIS MEDIA,1.0,3.0,300,Music (MUS),1
MUS-K 340,MUS,340,SONGWRITING/MUSIC PRODUCTION,3.0,3.0,300,Music (MUS),1
MUS-K 361,MUS,361,INTRO TO MIDI/COMPUTER MUSIC,3.0,3.0,300,Music (MUS),2
MUS-K 400,MUS,400,COMPOSITION MAJOR,2.0,3.0,400,Music (MUS),6
MUS-K 402,MUS,402,SENIOR RECITAL IN COMPOSITION,0.0,0.0,400,Music (MUS),1
MUS-K 403,MUS,403,ELECTRONIC STUDIO RESOURCES I,3.0,3.0,400,Music (MUS),1
MUS-K 406,MUS,406,PROJECTS IN ELECTRONIC MUSIC,2.0,3.0,400,Music (MUS),1
MUS-K 451,MUS,451,ADVANCED ORCHESTRATION 1,2.0,2.0,400,Music (MUS),1
MUS-K 455,MUS,455,TOPICS IN SCORING VIS MEDIA,3.0,3.0,400,Music (MUS),2
MUS-K 457,MUS,457,ADV. TECH. IN SHORT FORM SCORE,3.0,3.0,400,Music (MUS),1
MUS-K 461,MUS,461,SYNTHESTRATION 1,3.0,3.0,400,Music (MUS),1
MUS-K 501,MUS,501,COMPOSITION FORUM,1.0,1.0,500,Music (MUS),1
MUS-K 502,MUS,502,PROJECTS IN SCORING VIS MEDIA,1.0,3.0,500,Music (MUS),2
MUS-K 503,MUS,503,ELECTRONIC STUDIO RESOURCES I,3.0,3.0,500,Music (MUS),1
MUS-K 506,MUS,506,PROJECTS IN ELECTRONIC MUSIC,2.0,3.0,500,Music (MUS),1
MUS-K 509,MUS,509,SEMINAR IN COMPUTER MUSIC,3.0,3.0,500,Music (MUS),1
MUS-K 550,MUS,550,TOPICS IN MUSIC COMPOSITION,1.0,1.0,500,Music (MUS),1
MUS-K 551,MUS,551,ADVANCED ORCHESTRATION,2.0,2.0,500,Music (MUS),1
MUS-K 555,MUS,555,TOPICS IN SCORING VIS MEDIA,3.0,3.0,500,Music (MUS),2
MUS-K 557,MUS,557,ADV. TECH IN SHORT FORM SCORE,3.0,3.0,500,Music (MUS),1
MUS-K 561,MUS,561,SYNTHESTRATION 1,3.0,3.0,500,Music (MUS),1
MUS-K 600,MUS,600,THESIS IN COMPOSITION,1.0,3.0,600,Music (MUS),1
MUS-K 611,MUS,611,CAPSTONE IN SCORING VIS MEDIA,1.0,3.0,600,Music (MUS),1
MUS-K 612,MUS,612,THESIS IN SCORING VIS MEDIA,1.0,3.0,600,Music (MUS),1
MUS-K 700,MUS,700,DISSERTATION IN COMPOSITION,1.0,15.0,700,Music (MUS),1
MUS-K 701,MUS,701,DOCTORAL COMP CHAMBER RECITAL,1.0,1.0,700,Music (MUS),1
MUS-K 702,MUS,702,DOCTORAL COMPOSITION DOC 1,0.0,0.0,700,Music (MUS),1
MUS-K 703,MUS,703,DOCTORAL COMPOSITION DOC 2,0.0,0.0,700,Music (MUS),1
MUS-K 710,MUS,710,COMPOSITION GRADUATE ELECTIVE,2.0,4.0,700,Music (MUS),1
MUS-K 810,MUS,810,COMPOSITION GRADUATE MINOR,2.0,4.0,800,Music (MUS),5
MUS-K 910,MUS,910,COMPOSITION GRADUATE MAJORS,3.0,6.0,900,Music (MUS),6
MUS-L 100,MUS,100,GUITAR ELECT/SECONDARY,2.0,2.0,100,Music (MUS),1
MUS-L 101,MUS,101,BEGINNING GUITAR CLASS,2.0,2.0,100,Music (MUS),6
MUS-L 102,MUS,102,INTERMEDIATE GUITAR CLASS,2.0,2.0,100,Music (MUS),1
MUS-L 121,MUS,121,BEGINNING GUITAR CLASS/STYLES,3.0,3.0,100,Music (MUS),25
MUS-L 122,MUS,122,INTERMED GUITAR CLASS/STYLES,3.0,3.0,100,Music (MUS),4
MUS-L 400,MUS,400,GUITAR UNDERGRAD MAJOR,2.0,6.0,400,Music (MUS),4
MUS-L 661,MUS,661,DOCTORAL GUITAR RECITAL,1.0,1.0,600,Music (MUS),2
MUS-L 700,MUS,700,GUITAR GRADUATE ELECTIVE,2.0,4.0,700,Music (MUS),1
MUS-L 800,MUS,800,GUITAR GRADUATE MINOR,2.0,4.0,800,Music (MUS),2
MUS-L 900,MUS,900,GUITAR GRAD MAJOR,3.0,8.0,900,Music (MUS),4
MUS-M 101,MUS,101,"MUSIC, SOCIETY, AND CULTURE",3.0,3.0,100,Music (MUS),5
