class_number,course_code,component,status,topic,capacity,available,waitlist,delivery_mode,instructors,days,start,end,building,room
8259,INTL-I 206,DIS,OPEN,,30,2,0,IN_PERSON,Lee H,FR,11:35,12:25,ED,1230
8261,INTL-I 206,DIS,OPEN,,30,4,0,IN_PERSON,Lee H,FR,10:25,11:15,ED,1230
8263,INTL-I 206,DIS,CLOSED,,30,0,0,IN_PERSON,Lee H,FR,12:45,13:35,ED,1230
8264,EALC-C 101,LEC,OPEN,,22,13,0,IN_PERSON,Catalano S; Lyu X,TUTH,13:55,14:45,SY,106
8265,EALC-C 101,LEC,OPEN,,22,13,0,IN_PERSON,Catalano S; Lyu X,TUTH,13:55,14:45,SY,106
8266,EALC-C 101,LEC,OPEN,,25,10,0,IN_PERSON,Catalano S; Lyu X,TUTH,12:45,13:35,JH,A106
8267,EALC-C 101,LEC,OPEN,,25,10,0,IN_PERSON,Catalano S; Lyu X,TUTH,12:45,13:35,JH,A106
8268,EALC-C 201,LEC,OPEN,,28,3,0,IN_PERSON,Liles X,TUTH,11:35,12:25,BH,208
8269,EALC-C 201,LEC,OPEN,,28,3,0,IN_PERSON,Liles X,TUTH,11:35,12:25,BH,208
8270,EALC-C 201,DRL,CLOSED,,14,0,0,IN_PERSON,Liles X,MOWEFR,11:35,12:25,WH,002
8271,EALC-C 201,DRL,CLOSED,,14,0,0,IN_PERSON,Liles X,MOWEFR,11:35,12:25,WH,002
8272,EALC-C 301,LEC,OPEN,,35,1,1,IN_PERSON,Lu Y; Liu X,TUTH,11:35,12:25,BH,242
8273,EALC-C 533,LEC,CLOSED,,35,0,0,IN_PERSON,Lu Y; Liu X,TUTH,11:35,12:25,BH,242
8274,EALC-C 301,DRL,CLOSED,,13,0,0,IN_PERSON,Lu Y,MOWEFR,12:45,13:35,BH,333
8275,EALC-C 301,DRL,OPEN,,13,3,0,IN_PERSON,Lu Y,MOWEFR,13:55,14:45,JH,A107
8276,EALC-C 533,DRL,OPEN,,13,3,0,IN_PERSON,Lu Y,MOWEFR,13:55,14:45,JH,A107
8277,ENGR-E 299,LEC,OPEN,,84,34,0,IN_PERSON,Sadik O,WE,19:05,20:20,LU,1001
8280,FRIT-M 200,LEC,CLOSED,,22,0,2,IN_PERSON,Cani S,MOWEFR,12:45,13:35,BH,229
8282,CSCI-C 200,LAB,OPEN,,20,8,0,IN_PERSON,Dalkilic M,TH,17:30,19:20,BH,107
8283,EDUC-P 250,LEC,OPEN,,30,1,0,,Little T,,,,WB,WEB
8284,EDUC-G 310,LEC,OPEN,,25,1,0,,Donnelly C,,,,WB,WEB
8286,EDUC-P 670,LEC,OPEN,,18,4,0,IN_PERSON,Bellini S,WE,09:35,12:10,ED,1220
8287,CSCI-B 363,LAB,OPEN,,25,5,0,IN_PERSON,Tao C,FR,11:30,12:45,LH,030
8288,EDUC-L 750,LEC,CLOSED,TRANSLANGUAGING,9,0,0,,Lemrow E,,,,WB,WEB
8290,BIOL-L 485,LEC,OPEN,,8,7,0,IN_PERSON,Calvi B; Hollenhorst P; Nikolov L,TUTH,12:45,14:00,JH,440
8293,JSTU-H 250,LEC,OPEN,,8,3,0,IN_PERSON,Weiss A,MOWE,12:45,13:35,BH,216
8295,MSCH-C 220,LEC,OPEN,,50,18,0,IN_PERSON,Mishler N,TUTH,14:20,15:35,TV,245
8298,MUS-Z 111,LEC,CLOSED,,40,0,0,IN_PERSON,Guntren A; DiPaolo N,TUTH,09:35,10:50,WB,WEB
8300,ENGR-E 518,LEC,OPEN,,8,7,0,IN_PERSON,Musser J,TUTH,12:45,14:00,IF,1106
8301,ENGR-E 518,DIS,OPEN,,8,7,0,IN_PERSON,Musser J,FR,15:10,16:00,IF,1104
8302,CJUS-K 300,LEC,CLOSED,,300,0,1,IN_PERSON,Bowman R; Owens S; Cohen G; LaPradd D; Rodriguez A,MOWE,12:45,13:35,BH,013
8303,STAT-S 426,LEC,OPEN,,15,7,0,IN_PERSON,Manrique-Vallier D,MOWE,09:35,10:50,ED,2101
8304,STAT-S 626,LEC,OPEN,,20,7,0,IN_PERSON,Manrique-Vallier D,MOWE,09:35,10:50,ED,2101
8305,BIOL-L 112,DIS,CLOSED,,24,0,1,IN_PERSON,Chooi Y,TU,19:55,20:45,JH,A106
8306,LAMP-X 491,LEC,OPEN,,10,10,0,,Benard S,,,,ARR,
8307,MSCH-P 354,LEC,CLOSED,,15,0,1,IN_PERSON,Poortinga G,TUTH,12:45,14:00,TV,250
8309,STAT-S 352,LEC,OPEN,,50,4,0,IN_PERSON,Wang J,MOWEFR,10:25,11:15,BH,006
8310,EDUC-N 101,LEC,CLOSED,,24,0,1,IN_PERSON,Shojaei L,MOWE,09:35,10:50,ED,3115
8311,EDUC-M 334,LEC,CLOSED,,20,0,1,IN_PERSON,Perez B,TU,09:35,11:10,ED,3115
8312,EDUC-M 334,LEC,CLOSED,,20,0,0,IN_PERSON,Perez B,WE,11:10,12:45,ED,3115
8313,PHYS-P 222,DIS,CLOSED,,36,0,3,IN_PERSON,Mitchell R,TUTH,09:10,10:00,SW,214
8314,PHYS-P 222,LAB,OPEN,,18,4,1,IN_PERSON,Mitchell R,TH,08:00,09:55,SW,113
8315,PHYS-P 222,LAB,CLOSED,,22,0,2,IN_PERSON,Mitchell R,TH,10:25,12:20,SW,113
8316,PACE-X 473,LEC,OPEN,,5,5,0,,Fraley M,,,,ARR,
8317,COGS-Q 370,LEC,CLOSED,,25,0,1,IN_PERSON,Goldstone R,TUTH,09:35,10:50,PY,120A
8318,GNDR-X 474,LEC,OPEN,,2,2,0,,Maher J,,,,ARR,
8319,SOAD-A 100,LEC,CLOSED,,20,0,6,IN_PERSON,Blacklock K,WE,13:55,14:45,FA,145
8320,COGS-Q 370,LAB,CLOSED,,25,0,1,IN_PERSON,Goldstone R,WE,13:50,14:40,GY,2053
8322,BUS-J 375,LEC,CLOSED,,40,0,3,IN_PERSON,Eibling D,MO,14:20,15:35,HH,2057
8324,BUS-D 411,LEC,CLOSED,,35,0,6,IN_PERSON,Bu J,TUTH,09:35,10:50,HH,2049
8326,SEAS-T 201,LEC,OPEN,,10,5,0,IN_PERSON,Khadee K,MOWEFR,10:25,11:15,BH,134
8327,BUS-S 305,LEC,OPEN,,35,11,0,IN_PERSON,Dennis A,MOWE,09:35,10:50,HH,4006
8328,BUS-K 353,LEC,CLOSED,,45,0,0,IN_PERSON,Xie T,MOWE,12:45,14:00,HH,4059
8329,SGIS-S 150,LEC,OPEN,,64,1,0,IN_PERSON,Lotven S,FR,12:45,13:35,GA,1118
8331,EALC-J 201,LEC,OPEN,,32,1,1,IN_PERSON,Matsubara M,TUTH,09:10,10:00,WI,C109
8332,ENGR-E 890,LEC,OPEN,,40,28,0,,Kim Y,,,,ARR,
8333,ENGR-E 788,LEC,OPEN,,20,20,0,,Kim Y,,,,ARR,
8334,ENGR-G 901,LEC,OPEN,,30,26,0,,,,,,ARR,
8335,SWK-S 505,LEC,OPEN,,25,2,0,IN_PERSON,Boys S,TU,12:45,15:30,AH,C1023
8336,SPH-H 319,LEC,OPEN,,48,33,0,IN_PERSON,Sherry J,MOWE,14:20,15:35,GA,1134
8337,HISP-X 270,LEC,OPEN,,5,5,0,,Risner J; Herrera I,,,,ARR,
8339,SPH-R 230,LEC,CLOSED,,55,0,3,IN_PERSON,Fitzgerald R,TUTH,12:45,14:00,GA,1100
8340,SOAD-A 100,LEC,CLOSED,,20,0,3,IN_PERSON,Alunei A,WE,15:10,16:00,FA,145
8341,EDUC-N 101,LEC,CLOSED,,24,0,2,IN_PERSON,Shojaei L,MOWE,11:10,12:25,ED,2275
8342,HUBI-B 400,LEC,OPEN,THE ANATOMY OF A PANDEMIC,26,12,0,IN_PERSON,Hardy R,WE,09:10,12:00,MO,107
8343,AMST-A 100,LEC,CLOSED,BORDER NATION,70,0,4,IN_PERSON,Barajas A,TUTH,11:10,12:25,BH,203
8344,MSCI-M 553,LEC,OPEN,,8,8,0,,,,,,ARR,
8345,NEUS-G 901,LEC,OPEN,,5,5,0,,Candy T,,,,ARR,
8346,NEUS-G 901,LEC,OPEN,,5,5,0,,Farley J,,,,ARR,
8347,EDUC-G 625,LEC,OPEN,,15,12,0,,Martinez R,,,,ARR,
8348,ENGR-E 399,LEC,CLOSED,RAPID PROTOTYPING,15,0,0,IN_PERSON,Gumennik A,TUTH,11:10,12:25,HD,TBA
8350,ENGR-E 687,LEC,OPEN,,10,9,0,,Sharma P,,,,ARR,
8351,EDUC-G 204,LEC,OPEN,,30,3,0,,Gu S,,,,WB,WEB
8352,CHEM-C 681,LEC,OPEN,,34,15,0,IN_PERSON,Park Y; Singh D,MOWEFR,11:10,12:25,CX,A400
8353,CHEM-C 682,LEC,OPEN,,23,7,0,IN_PERSON,Park Y; Singh D,MOWEFR,11:10,12:25,CX,A400
8354,SPH-M 518,LEC,OPEN,,20,9,0,IN_PERSON,Lovell D,MOWE,14:20,15:35,SY,210
8355,SPH-M 428,LEC,OPEN,,150,89,0,IN_PERSON,Renshler E,TUTH,09:35,10:50,WH,101
8356,SPH-I 119,LAB,CLOSED,,35,0,0,IN_PERSON,Boyer M; Teipen K,TUTH,13:55,14:45,GF,199
8357,SPH-V 241,LEC,OPEN,,85,20,0,,Greaves J,,,,WB,WEB
8358,EDUC-G 203,LEC,CLOSED,,28,0,0,IN_PERSON,Gately R,MOWE,15:55,17:10,ED,1230
8361,EDUC-R 641,LEC,OPEN,,7,7,0,IN_PERSON,Boling E,TU,12:45,15:30,ED,3002
8362,CHEM-C 362,LEC,OPEN,,30,3,0,IN_PERSON,Iyengar S,MOWEFR,11:35,12:25,BH,206
8363,CHEM-C 362,DIS,OPEN,,30,3,0,IN_PERSON,Singh S,FR,13:55,14:45,JH,001
8364,EDUC-W 200,LEC,CLOSED,,24,0,0,IN_PERSON,Elbarbary A; Kale U,TUTH,14:20,15:35,ED,2015
8365,SPH-K 212,LEC,OPEN,,159,1,3,IN_PERSON,Mooradian E,TUTH,15:55,17:10,WH,101
8366,SPH-K 305,LEC,OPEN,,50,18,0,IN_PERSON,Moscicki B,TUTH,12:45,14:00,BH,005
8367,SPH-A 510,LEC,OPEN,,20,8,0,,Sage B,,,,ARR,
8368,SPH-A 511,LEC,OPEN,,20,8,0,,Means W,,,,ARR,
8369,SPH-A 512,LEC,OPEN,,20,8,0,,Sage B,,,,ARR,
8370,SPH-I 370,LEC,OPEN,,24,8,0,IN_PERSON,Beeker C,MO,09:10,10:00,PH,012
8371,SPH-I 370,LEC,OPEN,,24,11,0,IN_PERSON,Beeker C,MO,13:55,14:45,PH,10
8372,SPH-I 370,LEC,OPEN,,24,4,0,IN_PERSON,Baelz J,TU,11:35,12:25,PH,012
8373,SPH-I 370,LEC,OPEN,,24,13,0,IN_PERSON,Kessler R,TU,13:55,14:45,PH,012
8374,SPH-I 370,LAB,OPEN,,8,3,0,IN_PERSON,Muckerheide S,WE,09:40,11:10,GF,194
8375,SPH-I 370,LAB,OPEN,,8,2,0,IN_PERSON,Wadzinski L,WE,11:30,13:00,GF,194
8376,SPH-I 370,LAB,OPEN,,8,2,0,IN_PERSON,Wadzinski L,WE,13:10,14:40,GF,194
8377,BUS-C 204,LEC,CLOSED,,24,0,1,IN_PERSON,Nikolova A,TUTH,17:30,18:45,HH,3046
8378,EDUC-L 799,LEC,OPEN,,15,2,0,,Daley S,,,,WB,WEB
8379,EALC-K 301,DRL,OPEN,,14,4,0,IN_PERSON,Jeong W,MOWEFR,10:25,11:15,EP,256
8380,BUS-C 104,LEC,CLOSED,,30,0,0,IN_PERSON,Butters R,MOWE,08:00,09:15,HH,3016
8381,BUS-C 104,BIDS,CLOSED,,32,0,0,IN_PERSON,Prange K,TUTH,08:00,09:15,WT,C115
8382,SWK-S 683,LEC,OPEN,,24,7,0,IN_PERSON,Holle L,TH,09:10,11:55,AH,C3051Z
8384,SPEA-A 163,LEC,OPEN,,48,19,0,IN_PERSON,Hatcher S,TUTH,09:35,10:50,PV,278
8385,BUS-C 204,LEC,CLOSED,,24,0,0,IN_PERSON,Graham P,MOWE,08:00,09:15,HH,3052
8386,MSCH-C 213,LEC,CLOSED,,40,0,15,IN_PERSON,Lin Y,TUTH,15:55,17:10,WH,004
8387,SPEA-E 422,LEC,CLOSED,,20,0,10,IN_PERSON,Mincey S,TUTH,11:10,12:25,HD,TBA
8388,SPEA-E 522,LEC,OPEN,,10,2,0,IN_PERSON,Mincey S,TUTH,11:10,12:25,HD,TBA
8389,SPEA-H 354,LEC,OPEN,,60,16,0,IN_PERSON,Simon K,MOWE,09:35,10:50,PV,277
8390,SPEA-V 202,LEC,CLOSED,,100,0,6,IN_PERSON,Simon D,TUTH,11:10,12:25,PV,169
8391,SPEA-V 409,LEC,OPEN,,24,15,0,IN_PERSON,Volsky B,FR,09:00,12:00,HD,TBA
8392,SPEA-V 424,LEC,CLOSED,,40,0,11,IN_PERSON,Helmke-Long L,TUTH,15:55,17:10,PV,A201
8394,BUS-C 104,BIDS,CLOSED,,32,0,0,IN_PERSON,Nevitt J,TUTH,15:55,17:10,HH,3016
8395,SPEA-V 499,LEC,OPEN,,15,8,0,IN_PERSON,Baggetta M,TUTH,09:35,10:50,PV,A203
8396,SPEA-V 425,LEC,OPEN,,48,3,0,IN_PERSON,Henry D,MOWE,18:30,19:45,PV,A201
8397,BUS-C 104,BIDS,CLOSED,,32,0,0,IN_PERSON,Yoder S,TUTH,12:45,14:00,CG,0001
8398,SPEA-E 332,LEC,OPEN,,28,2,0,IN_PERSON,Farmer J,FR,12:30,15:00,PV,274
8399,SOAD-F 202,LEC,OPEN,,16,8,0,IN_PERSON,Krienitz C,TU,10:25,11:15,KH,318
8400,CEUS-T 493,LEC,OPEN,POST-ADVANCED TIBETAN,2,2,0,,Rabsal G,,,,ARR,
8401,CEUS-T 798,LEC,OPEN,POST ADVANCED TIBETAN,2,2,0,,Rabsal G,,,,ARR,
8404,SPEA-V 506,LEC,OPEN,,40,26,0,IN_PERSON,Suttles S,TUTH,18:30,19:45,PV,A221
8405,SPCN-N 557,LEC,CLOSED,,30,0,7,,Tygret H,,,,WB,WEB
8406,SPCN-P 541,LEC,OPEN,,30,18,0,,Krutilla K,,,,WB,WEB
8407,SPCN-P 562,LEC,OPEN,,25,9,0,,Nelson A,,,,WB,WEB
8408,PSY-C 109,LEC,CLOSED,,250,0,18,,Ross K,,,,WB,WEB
8409,PSY-C 209,LEC,CLOSED,,125,0,17,,Ross K,,,,WB,WEB
8410,PSY-C 309,LEC,CLOSED,,125,0,14,,Ross K,,,,WB,WEB
8411,INFO-I 535,LEC,OPEN,,70,28,3,,Leykin A,,,,WB,WEB
8412,PHIL-P 242,LEC,CLOSED,,40,0,1,IN_PERSON,Walker E,MOWE,08:00,09:15,WY,125
8413,MHO-M 201,LEC,CLOSED,,35,0,7,IN_PERSON,Esola E,TUTH,09:35,10:50,LI,028
8415,EDUC-L 650,LEC,OPEN,,2,1,0,,Samuelson B,,,,ARR,
8416,MUS-Z 264,LEC,CLOSED,,42,0,0,IN_PERSON,Ostergard A,MOWE,18:40,19:55,WB,WEB
8418,ENGR-E 687,LEC,OPEN,,10,8,0,,Borner K,,,,ARR,
8419,ENGR-E 687,LEC,OPEN,,10,5,0,,Garyfallidis E,,,,ARR,
8420,ENGR-E 687,LEC,OPEN,,10,9,0,,Glazier J,,,,ARR,
8421,ENGR-E 687,LEC,OPEN,,10,10,0,,Gumennik A,,,,ARR,
8422,ENGR-E 687,LEC,OPEN,,15,14,0,,Jadhao V,,,,ARR,
8423,ENGR-E 687,LEC,OPEN,,10,8,0,,Jiang L,,,,ARR,
8424,ENGR-E 687,LEC,OPEN,,10,9,0,,Lewis G,,,,ARR,
8425,ENGR-E 687,LEC,OPEN,,10,6,0,,Liu L,,,,ARR,
8426,ENGR-E 687,LEC,OPEN,,10,9,0,,Lukefahr A,,,,ARR,
8428,ENGR-E 687,LEC,OPEN,,10,8,0,,Dantsker O,,,,ARR,
8430,MUS-P 110,LAB,CLOSED,,8,0,0,IN_PERSON,Yao E,MOWE,09:10,10:00,MA,315
8433,MUS-J 208,LEC,OPEN,,100,45,0,IN_PERSON,Janes R; McPherson A; Wroth S,TUTH,11:10,11:40,MC,305
8434,BUS-A 310,LEC,CLOSED,,52,0,18,IN_PERSON,Lee J,TUTH,15:55,17:10,HH,2050
8435,BUS-A 310,LEC,CLOSED,,52,0,11,IN_PERSON,Lee J,TUTH,17:30,18:45,HH,2050
8436,BUS-X 170,LEC,OPEN,,2600,323,0,,Bow B; Rerko K; Heidewald J; Arave G; Fitter J; Talbott J,,,,WB,WEB
8437,SPEA-V 456,LEC,OPEN,INTERNATIONAL LAW & POLICY,70,23,0,IN_PERSON,Waters T,TU,16:00,18:00,LW,125
8438,SPEA-V 456,LEC,CLOSED,POLITICS & THE ROLE OF COURTS,75,0,2,IN_PERSON,Almendares N,MOWE,09:35,10:50,LW,123
8439,SPEA-V 339,LEC,CLOSED,,35,0,4,IN_PERSON,Walsh C,TUTH,11:10,12:25,PV,163
8440,CSCI-H 200,LEC,OPEN,,18,9,0,IN_PERSON,Dalkilic M,MOWE,15:55,17:10,BH,241
8441,CSCI-H 200,LAB,OPEN,,18,9,0,IN_PERSON,Dalkilic M,FR,13:45,15:40,IF,0006
8443,BUS-F 600,LEC,OPEN,,10,3,0,IN_PERSON,Da R,MOWE,12:45,14:00,HH,6103
8444,SPEA-V 326,LEC,CLOSED,,35,0,1,IN_PERSON,Erwin III J,TUTH,11:10,12:25,BH,340
8445,MELC-M 696,LEC,OPEN,,16,15,0,IN_PERSON,Krueger F,WE,15:10,17:40,WH,114
8446,BUS-F 306,LEC,CLOSED,,60,0,10,IN_PERSON,Musumeci B,TUTH,12:45,14:00,WB,WEB
8447,LAW-B 645,LEC,OPEN,,65,26,0,IN_PERSON,Gjerdingen D,MOTUWE,09:50,10:45,LW,121
8448,POLS-Y 570,LEC,OPEN,,10,4,0,IN_PERSON,Webster S,TH,11:10,13:40,AC,C103
8450,COGS-Q 260,LEC,OPEN,,25,9,1,IN_PERSON,Eberle R,MOWE,11:00,12:15,GY,3060
8451,COGS-Q 260,LAB,OPEN,,25,9,1,IN_PERSON,Eberle R,FR,15:00,16:15,SB,131
8452,MUS-F 461,LEC,OPEN,,11,4,0,IN_PERSON,DiOrio D,MOFR,09:10,10:00,MA,405
8453,MUS-F 531,LEC,OPEN,,11,4,0,IN_PERSON,DiOrio D,MOFR,09:10,10:00,MA,405
8454,CSCI-C 322,LEC,OPEN,,75,46,0,IN_PERSON,German D,MOWE,11:10,12:25,SE,105
8455,CSCI-C 322,LAB,OPEN,,25,8,0,IN_PERSON,German D,TU,17:30,18:45,PH,154
8456,SPH-Y 378,LEC,OPEN,,50,12,0,IN_PERSON,Stanojevic C,TUTH,08:00,09:15,BH,227
8457,SPH-Y 378,LAB,OPEN,,25,12,0,IN_PERSON,McKissock B,TU,11:30,12:45,I,232
8458,MSCH-B 340,LEC,OPEN,,16,1,0,IN_PERSON,Whitaker P,MOWE,14:20,16:50,FF,215
8459,CLLC-X 273,LEC,OPEN,,10,10,0,,Kriegel L,,,,ARR,
8460,SPH-O 305,LEC,OPEN,,30,15,0,IN_PERSON,Forist B,FR,08:00,10:30,ARR,
8461,LING-X 477,LEC,OPEN,,20,20,0,,Bunger A,,,,ARR,
8462,EDUC-P 795,LEC,OPEN,,10,10,0,,Agger C,,,,WB,WEB
8463,ENGR-E 513,LEC,OPEN,,7,7,0,IN_PERSON,Siek J,TUTH,14:20,15:35,I,107
8464,CSCI-C 292,LEC,OPEN,,72,55,0,IN_PERSON,Holland A,MO,15:55,17:10,BH,008
8465,CSCI-C 292,LAB,OPEN,,36,19,0,IN_PERSON,Holland A,TUTH,17:30,18:50,FF,073
8466,MSCH-P 356,LEC,CLOSED,,12,0,0,IN_PERSON,Wrigley N,TH,11:45,15:15,FF,116
8468,CSCI-C 200,LAB,CLOSED,,20,0,0,IN_PERSON,Dalkilic M,TH,10:25,12:20,BH,117
8469,INFO-I 590,LEC,CLOSED,PROTOTYPING WITH ARDUINO TOOLS,7,0,1,IN_PERSON,Francisco M,MOWE,12:45,14:00,IF,4010
8470,EDUC-P 799,LEC,OPEN,,10,10,0,,,,,,WB,WEB
8471,EDUC-P 799,LEC,OPEN,,10,10,0,,,,,,WB,WEB
8472,SOAD-M 412,LEC,OPEN,,20,1,0,IN_PERSON,Pearson D,MOWE,11:10,12:25,KH,112
8473,SOAD-M 416,LEC,CLOSED,,30,0,1,IN_PERSON,Embry M,TUTH,12:45,14:00,VD,200
8474,PSY-P 895,LEC,OPEN,,10,8,0,,Hugenberg K,,,,ARR,
8475,PSY-P 895,LEC,OPEN,,10,8,0,,Diekman A,,,,ARR,
8476,AERO-A 151,LEC,OPEN,,80,16,0,IN_PERSON,Warner N; Harman T; Jenkins M,WE,06:30,08:30,HD,TBA
8477,EALC-C 467,LEC,OPEN,CONTMPRARY CHINA AND THE WORLD,10,4,0,IN_PERSON,Bao Y,TUTH,15:55,17:10,ED,2280
8478,ENGR-E 591,LEC,OPEN,,25,24,0,,Jiang L,,,,ARR,
8479,CSCI-Y 799,LEC,OPEN,,50,45,0,IN_PERSON,Heidari Khoozani M,FR,14:30,16:15,IF,1106
8480,ENGR-E 533,LEC,OPEN,,60,34,0,IN_PERSON,Acharya R,TUTH,09:35,10:50,I,E150
8481,ENGR-E 533,LEC,OPEN,,50,24,0,,Acharya R,,,,WB,WEB
8482,BUS-F 540,LEC,OPEN,,50,5,0,IN_PERSON,Sibley S,TUTH,12:45,14:10,CG,1026
8483,LAW-L 730,LEC,OPEN,INTL INTELLECTUAL PROPERTY,18,11,0,IN_PERSON,Leaffer M,TH,14:55,16:55,LW,214
8484,EDUC-G 207,LEC,CLOSED,,28,0,0,,Winsick N,,,,WB,WEB
8486,CEUS-T 798,LEC,OPEN,POST ADVANCED LANG-UYGHUR,4,4,0,,Nazarova G,,,,ARR,
8487,CSCI-C 291,LEC,OPEN,,40,18,0,IN_PERSON,Qaaidi S,TUTH,09:35,10:50,IF,1104
8488,MUS-X 40,DRL,OPEN,,14,14,0,IN_PERSON,Duarte D; Carbone V,MOWE,15:00,17:05,MA,B012
8490,OVST-F 498,LEC,OPEN,,10,10,0,,Carty S,,,,ARR,
8491,MSCH-J 365,LEC,CLOSED,,18,0,2,IN_PERSON,Paul C,TUTH,11:10,12:25,FF,003
8492,CHEM-J 117,LEC,CLOSED,,75,0,9,IN_PERSON,Porter M,MOWEFR,10:25,11:15,LH,102
8493,CHEM-J 117,DIS,CLOSED,,25,0,4,IN_PERSON,Santra S,MO,17:30,18:20,WH,203
8494,CHEM-J 117,DIS,CLOSED,,25,0,2,IN_PERSON,Kashyap S,MO,18:40,19:30,WH,203
8495,SOAD-M 519,LEC,OPEN,,2,1,0,,Christiansen D,,,,ARR,
8496,NEUS-G 901,LEC,OPEN,,5,5,0,,Garyfallidis E,,,,ARR,
8497,NEUS-G 901,LEC,OPEN,,5,4,0,,Port N,,,,ARR,
8498,NEUS-G 901,LEC,OPEN,,5,4,0,,Stark B,,,,ARR,
8499,LAW-B 658,LEC,OPEN,LEGAL ASPECTS OF HIGHER EDUC,8,1,0,,Rippner J; Decker J,,,,WB,WEB
8501,SPH-K 492,LEC,OPEN,,5,4,0,,Pangelinan M,,,,ARR,
8502,MUS-Z 110,LEC,OPEN,VIOLA UNDERGRAD ELECTIVE,1,1,0,,Wyrczynski S,,,,ARR,
8505,SPEA-V 450,LEC,OPEN,HR INFORMATION SYSTEMS,40,5,0,IN_PERSON,Hughes C,MOWE,12:45,14:00,LI,028
8506,EDUC-X 105,LEC,CLOSED,,20,0,6,IN_PERSON,Koke A; Raab C,TUTH,17:30,18:20,SY,037
8507,EDUC-X 105,LEC,CLOSED,,20,0,6,IN_PERSON,Koke A; Raab C,TUTH,18:40,19:30,SY,037
8508,EDUC-X 105,LEC,CLOSED,,20,0,7,IN_PERSON,Koke A; Thakuri N,TUTH,16:20,17:10,SY,210
8509,EDUC-X 105,LEC,CLOSED,,20,0,11,IN_PERSON,Koke A; Raab C,TUTH,17:30,18:20,ED,3115
8510,EDUC-X 105,LEC,CLOSED,,20,0,6,IN_PERSON,Koke A; Thakuri N,TUTH,16:20,17:10,SY,137
8511,EDUC-A 799,LEC,OPEN,,50,50,0,,Perrone F,,,,ARR,
8512,EDUC-A 799,LEC,OPEN,,50,47,0,,Perrone F,,,,ARR,
8513,AMST-G 805,LEC,OPEN,,10,6,0,,Lee S,,,,ARR,
8514,SPH-X 610,LEC,OPEN,,20,12,0,IN_PERSON,Kercher V,TU,09:35,10:50,PH,012
8515,SPH-X 610,LEC,OPEN,,77,55,0,,Johnston J,,,,WB,WEB
8516,BIOL-X 371,LEC,OPEN,,10,6,0,,Whitworth K,,,,ARR,
8517,BUS-K 204,LEC,CLOSED,,30,0,0,IN_PERSON,Jewell J,TUTH,08:00,09:15,MN,C018
8522,SPH-R 599,LEC,OPEN,,5,5,0,,Allsop J,,,,ARR,
8524,SPH-R 691,LEC,OPEN,,5,5,0,,Allsop J,,,,ARR,
8527,SPH-R 693,LEC,OPEN,,5,5,0,,Allsop J,,,,ARR,
8528,EDUC-P 656,LEC,OPEN,,19,6,0,IN_PERSON,Shriberg D,TU,12:45,15:15,ED,1201
8529,EDUC-G 625,LEC,OPEN,,15,10,0,,Steinfeldt J,,,,ARR,
8532,SPH-R 695,LEC,OPEN,,5,5,0,,Allsop J,,,,ARR,
8534,SPH-R 697,LEC,OPEN,,5,5,0,,Knapp J,,,,ARR,
8539,EDUC-N 103,LEC,CLOSED,,20,0,1,IN_PERSON,Leonis N,TUTH,12:45,14:00,ED,3017
8540,SPH-K 412,LEC,OPEN,,150,30,0,IN_PERSON,Carter S,TUTH,09:35,10:50,ED,1120
8541,MUS-Z 111,LEC,CLOSED,,40,0,0,IN_PERSON,Guntren A; DiPaolo N,TUTH,11:10,12:25,WB,WEB
8542,SWK-S 102,LEC,CLOSED,,20,0,0,,Taylor K,,,,WB,WEB
8543,POLS-Y 105,DIS,CLOSED,,27,0,0,IN_PERSON,Failer J,FR,11:35,12:35,BH,216
8544,POLS-Y 105,DIS,CLOSED,,27,0,0,IN_PERSON,Failer J,FR,12:45,13:35,SE,245
8545,MUS-O 421,LEC,OPEN,,10,6,0,,Ward G,,,,ARR,
8546,ANAT-A 515,LEC,OPEN,,10,10,0,,Dunham S; O'Loughlin V; Propst K; Hanson D,,,,ARR,
8547,LAW-B 705,LEC,OPEN,,50,44,0,,,,,,ARR,
8548,LAW-B 704,LEC,OPEN,,50,50,0,,,,,,ARR,
8549,SPH-E 358,LEC,OPEN,,37,20,0,IN_PERSON,Klopack E,MOWE,12:45,14:00,LI,026
8550,ENGR-E 591,LEC,OPEN,,25,24,0,,Jiang L,,,,ARR,
8567,OVST-S 499,LEC,OPEN,,10,10,0,,Carty S,,,,ARR,
8585,MUS-P 901,LEC,OPEN,,5,5,0,,Chen C,,,,ARR,
8608,BIOL-L 113,LEC,CLOSED,,24,0,5,IN_PERSON,Anderson A; Matlack D,TH,13:00,16:00,JH,A110
8611,MSCH-X 490,LEC,OPEN,,5,5,0,,Emigh W,,,,ARR,
8613,MUS-O 811,LEC,OPEN,,12,4,0,,Allen J,,,,ARR,
8615,MUS-O 821,LEC,OPEN,,2,2,0,,Ward G,,,,ARR,
8620,MUS-Y 822,LEC,OPEN,,18,12,0,,Stewart K,,,,ARR,
8622,MUS-Y 854,LEC,OPEN,,8,7,0,,Chang Kitano H; Marsh D,,,,ARR,
8623,MUS-Y 853,LEC,OPEN,,4,4,0,,Chang Kitano H; Marsh D,,,,ARR,
8624,MUS-Y 944,LEC,OPEN,,18,18,0,,Blendulf J,,,,ARR,
