class_number,course_code,component,status,topic,capacity,available,waitlist,delivery_mode,instructors,days,start,end,building,room
12823,EDUC-X 151,LEC,CLOSED,GAMING FOR RESILIENCE,19,0,0,IN_PERSON,Clor M,TUTH,12:45,14:00,EP,256
12825,PHYS-P 201,LAB,CLOSED,,24,0,4,IN_PERSON,Beggs J; Liao J; Govin R,TU,10:25,12:20,SW,108
12826,BUS-C 104,BIDS,CLOSED,,32,0,0,IN_PERSON,Powell M,MOWE,14:20,15:35,HH,3016
12827,BUS-C 104,BIDS,OPEN,,30,7,0,IN_PERSON,Broner M,TUTH,14:20,15:35,WH,106
12828,BUS-C 104,BIDS,OPEN,,32,3,0,IN_PERSON,Nevitt J,TUTH,12:45,14:00,HH,3016
12829,EDUC-X 158,LEC,OPEN,,19,7,0,IN_PERSON,Burke M; Lapalus M,MOWE,12:45,14:00,ED,1210
1283,CHEM-C 342,LEC,OPEN,,360,32,5,IN_PERSON,Burlingham B,MOWEFR,11:35,12:25,WH,100
12830,EDUC-X 158,LEC,OPEN,,19,13,0,IN_PERSON,Burke M; Ahumibe U,MOWE,14:20,15:35,ED,1210
12831,MSCH-T 540,LEC,CLOSED,,1,0,0,IN_PERSON,French T,TUTH,12:45,14:00,FF,215
12832,CLLC-Q 199,LEC,OPEN,,10,1,0,IN_PERSON,Cluver Y,TUTH,09:10,10:00,EO,C110
12835,MUS-P 901,LEC,OPEN,,5,4,0,,Prestinari C; Kashiwagi T,,,,ARR,
12838,ASCS-Q 295,LEC,CLOSED,,50,0,0,IN_PERSON,Kendall M,MOWE,15:10,16:00,EP,206
12839,ASCS-Q 295,LEC,CLOSED,,50,0,0,IN_PERSON,Kendall M,MOWE,16:20,17:10,EP,206
1284,CHEM-C 342,DIS,CLOSED,,40,0,0,IN_PERSON,Ward C,WE,15:10,16:00,LH,130
12840,ASCS-Q 295,LEC,CLOSED,,50,0,0,IN_PERSON,Tansmore J,TUTH,09:10,10:00,EP,206
12841,ASCS-Q 295,LEC,CLOSED,,50,0,0,IN_PERSON,Tansmore J,TUTH,10:25,11:15,EP,206
12842,ASCS-Q 295,LEC,CLOSED,,50,0,0,IN_PERSON,Fasone L,TUTH,13:55,14:45,EP,206
12843,ASCS-Q 295,LEC,CLOSED,,38,0,1,IN_PERSON,Baker A,MOWE,16:20,17:10,EP,214
12844,ASCS-Q 295,LEC,CLOSED,,38,0,1,IN_PERSON,Lexmond A,TUTH,09:10,10:00,EP,214
12845,ASCS-Q 295,LEC,CLOSED,,38,0,0,IN_PERSON,Lexmond A,TUTH,10:25,11:15,EP,214
12846,ASCS-Q 295,LEC,CLOSED,,38,0,0,IN_PERSON,Heben L,TUTH,13:55,14:45,EP,214
12847,ASCS-Q 295,LEC,CLOSED,,38,0,1,IN_PERSON,Junken J,MOWE,15:10,16:00,EP,214
12848,BUS-M 512,LEC,OPEN,,30,9,0,IN_PERSON,Mallapragada G,MOWE,09:25,10:50,CG,2063
12849,HIST-J 425,LEC,OPEN,,20,1,0,IN_PERSON,Diaz A,MO,12:45,15:15,SB,131
1285,CHEM-C 342,DIS,OPEN,,40,9,1,IN_PERSON,Carricondo B,WE,17:30,18:20,BH,206
12850,CJUS-P 411,LEC,CLOSED,,31,0,1,IN_PERSON,Seifers B,TUTH,15:55,17:10,SY,103
12851,BUS-C 104,BIDS,OPEN,,32,3,0,IN_PERSON,Prange K,TUTH,09:35,10:50,WT,C115
12852,BUS-Z 525,LEC,OPEN,,35,5,0,IN_PERSON,Kratz J,TUTH,11:05,12:30,CG,1022
12855,MSCH-X 360,LEC,OPEN,DIGITAL TECHNOLOGY IN LA,35,14,0,IN_PERSON,Snyder B; Madejski I,TH,19:00,22:00,HD,TBA
12857,MSCH-X 360,LEC,OPEN,MEDIA IND & CULTURE PRODUCTION,35,14,0,IN_PERSON,Roberts W; Madejski I,WE,19:00,22:00,HD,TBA
12858,MSCH-X 360,LEC,OPEN,IU MEDIA CENTER: LA EXPERIENCE,35,29,0,IN_PERSON,Madejski I; Hite B,MO,19:00,22:00,ARR,
12859,HHC-H 101,LEC,CLOSED,,24,0,0,IN_PERSON,Drake J,MO,09:35,10:50,HU,111
1286,CHEM-C 342,DIS,OPEN,,40,3,0,IN_PERSON,Cripe L,TH,08:00,08:50,JH,065
12860,HHC-H 101,LEC,CLOSED,,24,0,1,IN_PERSON,Drake J,MO,11:10,12:25,HU,111
12861,HHC-H 101,LEC,CLOSED,,24,0,2,IN_PERSON,Frohardt-Lane S,TU,11:10,12:25,HU,217
12862,HHC-H 101,LEC,CLOSED,,24,0,2,IN_PERSON,Truglia M,WE,15:55,17:10,HU,111
12863,MSCI-M 100,LEC,OPEN,IMPROV LEARNING SKILLS IN ANAT,35,10,0,IN_PERSON,Garner G,TU,13:55,14:45,TE,F106
12869,MSCH-C 150,LEC,CLOSED,,18,0,1,IN_PERSON,Jeter T,TU,15:55,16:45,FF,212
1287,CHEM-C 343,LEC,OPEN,,340,9,12,IN_PERSON,Mata S; Nguyen H,TUTH,11:35,12:25,CH,122
12870,EDUC-P 314,LEC,OPEN,,30,9,0,,Davis G,,,,WB,WEB
12871,EDUC-G 510,LEC,OPEN,,22,3,0,IN_PERSON,Vaughan E,TH,12:45,15:30,ED,0101
12873,BUS-A 514,LEC,CLOSED,,5,0,0,IN_PERSON,Schroeder J,MOWE,11:10,12:25,CG,1008
12874,MUS-M 519,LEC,OPEN,,10,8,0,IN_PERSON,Marsh D,WEFR,10:25,11:15,MU,205
12875,EDUC-G 647,LEC,CLOSED,,8,0,0,IN_PERSON,Martinez R,WE,12:45,15:15,ED,1004
12876,NURS-A 103,LEC,CLOSED,,30,0,0,IN_PERSON,Evans J,MO,09:35,12:35,AH,C1020B
12877,HHC-H 101,LEC,CLOSED,,24,0,2,IN_PERSON,Frohardt-Lane S,TU,12:45,14:00,HU,217
12878,GER-E 212,LEC,CLOSED,THE CITY CONTEMPORARY GERMANY,24,0,0,IN_PERSON,Dekel I,TUTH,09:35,10:50,BH,146
12879,MSCH-J 370,LEC,OPEN,,18,5,0,IN_PERSON,Moore N,TUTH,11:10,12:25,FF,214
1288,CHEM-C 343,LAB,CLOSED,,20,0,1,IN_PERSON,Gomis A,MO,12:40,16:40,CH,147
12880,MUS-I 300,LEC,OPEN,,18,5,0,IN_PERSON,Han C,TU,18:00,19:30,MA,405
12881,MUS-I 300,LEC,OPEN,,18,1,0,IN_PERSON,Klinton D,MO,17:00,19:00,HD,TBA
12882,MUS-I 500,LEC,OPEN,,18,5,0,IN_PERSON,Han C,TU,18:00,19:30,MA,405
12883,MUS-I 500,LEC,OPEN,,18,1,0,IN_PERSON,Klinton D,MO,17:00,19:00,HD,TBA
12884,OVST-Z 499,LEC,OPEN,,1,1,0,,Carty S,,,,ARR,
12885,EDUC-P 248,LEC,CLOSED,,28,0,0,IN_PERSON,Komer J,TUTH,11:10,12:25,ED,2101
12887,SPH-M 314,LEC,CLOSED,,100,0,17,,Jang W,,,,WB,WEB
12888,SPH-M 495,LEC,OPEN,,25,1,0,,Shelton J,,,,ARR,
12889,SPH-M 497,LEC,OPEN,,25,1,0,,Shelton J,,,,ARR,
1289,CHEM-C 343,LAB,CLOSED,,20,0,3,IN_PERSON,Kankam F,MO,17:20,21:20,CH,149
12890,CEUS-T 493,LEC,OPEN,POST ADV LANG STUDY-ESTONIAN,2,2,0,,Kivik P,,,,WB,WEB
12891,CEUS-T 798,LEC,OPEN,POST ADV LANG STUDY-ESTONIAN,2,2,0,,Kivik P,,,,WB,WEB
12893,EDUC-P 681,LEC,OPEN,,20,7,0,IN_PERSON,Merrill A,WE,12:45,15:30,ED,1230
12894,MUS-M 510,LEC,CLOSED,FOLK MUSIC AND ART MUSIC,20,0,0,IN_PERSON,Hooker L,TUTH,11:10,12:25,RA,B109
12896,AMST-X 390,LEC,CLOSED,,0,0,0,IN_PERSON,Ing M,FR,12:45,13:35,HD,TBA
12898,THTR-D 254,LEC,OPEN,,18,6,0,IN_PERSON,Gray D,MOWE,15:15,16:30,TH,A200
12899,EALC-E 201,LEC,OPEN,"CLASSIC CHN CALLIG, PAINT, POE",30,12,0,IN_PERSON,Lin L,MOWE,14:20,15:35,RA,B111
1290,CHEM-C 343,LAB,OPEN,,20,1,2,IN_PERSON,Saha R,WE,17:20,21:20,CH,147
12900,HISP-S 250,LEC,CLOSED,,24,0,2,IN_PERSON,Gastelum M,MOWETH,17:30,18:20,WB,WEB
12902,HISP-S 150,LEC,OPEN,,200,154,0,,Cook A,,,,ARR,
12903,SPEA-H 267,LEC,CLOSED,,45,0,1,IN_PERSON,Bosk A,MOWE,11:35,12:25,AC,C002
12904,SPEA-V 252,LEC,CLOSED,,45,0,14,IN_PERSON,Bosk A,MOWE,11:35,12:25,AC,C002
12905,SPEA-V 348,LEC,CLOSED,,40,0,12,IN_PERSON,Zhu X,MOWE,14:20,15:35,SM,C141
12906,EDUC-G 272,LEC,OPEN,,30,1,0,,Akers B,,,,WB,WEB
12907,BIOC-B 680,LEC,OPEN,DIGITL IMAGNG LIGHT & MICROSCOPY,5,1,0,IN_PERSON,Shaw S,TUTH,14:20,15:35,JH,A107
12908,SPH-E 451,LEC,OPEN,,20,18,0,IN_PERSON,James R,TUTH,17:00,18:30,WB,WEB
12909,MUS-F 447,LEC,OPEN,,25,12,0,IN_PERSON,Miller A,MOWE,19:15,20:30,MA,B012
1291,CHEM-C 343,LAB,OPEN,,20,1,1,IN_PERSON,Hazra P,TU,12:40,16:40,CH,147
12910,MUS-F 547,LEC,OPEN,,25,12,0,IN_PERSON,Miller A,MOWE,19:15,20:30,MA,B012
12911,SPEA-V 380,LEC,OPEN,,1,1,0,,Starnes M,,,,ARR,
12913,EDUC-M 302,LEC,CLOSED,ALGEBRA AND GEOMETRY,26,0,0,IN_PERSON,Tillema E,TUTH,11:10,12:25,ED,2025
12914,BUS-P 254,LEC,OPEN,,24,1,0,IN_PERSON,Votolato K,FR,09:35,12:25,HH,3034
12915,BUS-P 354,LEC,OPEN,,25,5,0,IN_PERSON,Votolato K,FR,09:35,12:25,HH,3046
12916,EAS-G 690,LEC,OPEN,EAS WRITING SEMINAR,15,13,0,IN_PERSON,Goddard P,FR,10:25,13:25,GY,2064
12917,MUS-P 400,LEC,OPEN,,18,16,0,,Han C,,,,ARR,
12918,MUS-P 800,LEC,OPEN,,10,10,0,,Klinton D,,,,ARR,
12919,MUS-P 800,LEC,OPEN,,10,10,0,,Han C,,,,ARR,
1292,CHEM-C 343,LAB,CLOSED,,20,0,1,IN_PERSON,Ross H,TU,12:40,16:40,CH,149
12920,MUS-P 900,LEC,OPEN,,18,5,0,,Han C,,,,ARR,
12922,MUS-G 801,LEC,OPEN,,5,5,0,,Cartledge D,,,,ARR,
12928,SPH-M 333,LEC,CLOSED,,100,0,30,,Whitaker R,,,,WB,WEB
12929,SPH-M 382,LEC,CLOSED,,100,0,22,,Coble C,,,,WB,WEB
1293,CHEM-C 343,LAB,OPEN,,20,1,3,IN_PERSON,Gupta A,WE,12:40,16:40,CH,147
12930,EDUC-X 105,LEC,CLOSED,,20,0,8,IN_PERSON,Koke A; Gallagher M,TUTH,17:30,18:20,SY,037
12931,EDUC-X 105,LEC,CLOSED,,20,0,6,IN_PERSON,Koke A; Gallagher M,TUTH,16:20,17:10,SY,210
12932,EDUC-X 105,LEC,CLOSED,,20,0,6,IN_PERSON,Koke A; Gallagher M,TUTH,17:30,18:20,ED,3115
12933,EDUC-X 105,LEC,CLOSED,,20,0,3,IN_PERSON,Koke A; Gallagher M,TUTH,16:20,17:10,ED,3115
12934,VSCI-V 768,LEC,OPEN,MIRACLE OF SIGHT,10,10,0,,Port N,,,,HD,TBA
12935,VSCI-V 550,LEC,OPEN,,10,7,0,IN_PERSON,Port N,TH,16:45,18:00,OP,105
12936,VSCI-V 550,LAB,OPEN,,10,7,0,IN_PERSON,Port N,TH,18:15,19:45,OP,102
12937,MUS-D 800,LEC,OPEN,,5,5,0,,Miller A,,,,ARR,
12938,MUS-D 900,LEC,OPEN,,5,5,0,,Miller A,,,,ARR,
12939,MSCH-B 360,LEC,OPEN,LITTLE 500 DOCUSERIES I,10,5,0,IN_PERSON,Dhaene P; Guyon N,TU,17:00,19:00,FF,052
1294,CHEM-C 343,LAB,CLOSED,,20,0,0,IN_PERSON,Rolfs A,TH,12:40,16:40,CH,147
12941,ECON-E 371,LEC,CLOSED,,48,0,3,IN_PERSON,Lantis R,TUTH,14:20,15:35,WY,015
12943,CSCI-C 200,LEC,OPEN,,200,200,0,,Carr D,,,,ARR,
12944,CSCI-C 212,LEC,OPEN,,200,179,0,,Ehresman S,,,,ARR,
12945,EDUC-W 200,LEC,OPEN,,200,197,0,,Eley K,,,,ARR,
12946,EDUC-W 200,LEC,OPEN,,200,182,0,,Newell C,,,,ARR,
12947,GER-G 100,LEC,OPEN,,200,195,0,,Shaw A,,,,ARR,
12948,GER-G 100,LEC,OPEN,,200,200,0,,Westerhouse B,,,,ARR,
12949,CSCI-C 102,LEC,OPEN,,200,200,0,,Tyrakowski J,,,,ARR,
1295,CHEM-C 343,LAB,CLOSED,,20,0,0,IN_PERSON,Vickers O,TH,12:40,16:40,CH,149
12950,CSCI-C 212,LEC,OPEN,,200,199,0,,Carr D,,,,ARR,
12952,MSCH-X 373,LEC,OPEN,,37,16,0,,Major L; Madejski I,,,,ARR,
12953,SPH-Q 711,LEC,OPEN,,10,3,0,IN_PERSON,Li X,MOWE,13:30,14:45,WB,WEB
12956,SPH-F 180,LEC,OPEN,,200,200,0,,Abusamn H,,,,ARR,
12957,INFO-I 498,LEC,OPEN,ELANCO ANIMAL HEALTH,20,18,0,,Francisco M; Sinders R,,,,ARR,
12959,CSCI-Y 790,LEC,OPEN,,5,4,0,,Zhang H,,,,ARR,
1296,CHEM-C 360,LEC,OPEN,,30,2,0,IN_PERSON,Georgescu A,TUTH,14:20,15:35,CH,001
12961,MSCH-T 311,LEC,CLOSED,,25,0,7,IN_PERSON,Fox J,TUTH,14:20,15:35,AC,C102
12962,EDUC-K 305,LEC,OPEN,,20,20,0,IN_PERSON,Maufuriyah I,MO,11:10,13:40,ED,1225
12963,HIST-H 105,LEC,OPEN,,200,177,0,,Bradburn J,,,,ARR,
12965,CSCI-Y 790,LEC,OPEN,,5,4,0,,He J,,,,ARR,
12966,CSCI-Y 790,LEC,OPEN,,5,1,0,,Heidari Khoozani M,,,,ARR,
12967,CSCI-Y 790,LEC,OPEN,,5,5,0,,Kim H,,,,ARR,
12968,CSCI-Y 790,LEC,OPEN,,5,4,0,,LaRacuente N,,,,ARR,
12969,CSCI-Y 790,LEC,OPEN,,10,4,0,,Le T,,,,ARR,
1297,CHEM-C 360,DIS,OPEN,,30,13,0,IN_PERSON,Pandit S,FR,13:55,14:45,BH,330
12970,CSCI-Y 790,LEC,OPEN,,5,3,0,,Wang C,,,,ARR,
12971,CSCI-Y 790,LEC,OPEN,,5,5,0,,Zhao M,,,,ARR,
12972,CSCI-Y 790,LEC,OPEN,,5,3,0,,Zhang H,,,,ARR,
12973,CSCI-Y 790,LEC,OPEN,,5,4,0,,Zhou D,,,,ARR,
12974,LAW-L 799,LEC,OPEN,ADV CON LAW,18,3,1,IN_PERSON,Butler Y,TH,09:50,11:50,LW,203
12977,PHYS-P 201,DIS,CLOSED,,27,0,0,IN_PERSON,Liao J; Beggs J; Govin R,TU,09:10,10:00,SW,217
12978,PHYS-P 201,DIS,CLOSED,,27,0,0,IN_PERSON,Beggs J; Liao J; Govin R,TH,09:10,10:00,SW,217
12979,PHYS-P 201,LAB,OPEN,,24,11,0,IN_PERSON,Liao J; Beggs J; Govin R,MO,19:55,21:50,SW,109
1298,CHEM-C 360,DIS,OPEN,,30,19,0,IN_PERSON,Pandit S,FR,12:45,13:35,BH,016
12980,PHYS-P 201,LAB,OPEN,,24,2,0,IN_PERSON,Beggs J; Liao J; Govin R,WE,17:30,19:25,SW,109
1299,CHEM-C 500,LEC,OPEN,,100,57,0,,Bloch E,,,,ARR,
12990,CEUS-T 361,LEC,OPEN,,5,2,0,IN_PERSON,Legden T,MOWEFR,11:35,12:25,WB,WEB
12991,PSY-P 895,LEC,OPEN,,20,18,0,,Rutter L,,,,ARR,
12996,EDUC-Y 660,LEC,OPEN,,6,6,0,,Vellanki V,,,,HD,TBA
12997,CEUS-T 141,LEC,OPEN,,5,4,0,IN_PERSON,Varga V,MOTUWETHFR,10:25,11:15,WB,WEB
12998,CEUS-T 541,LEC,OPEN,,5,4,0,IN_PERSON,Varga V,MOTUWETHFR,10:25,11:15,WB,WEB
12999,ENGR-E 571,LEC,OPEN,,10,3,0,IN_PERSON,Guo F,WE,15:10,17:40,BH,214
1300,CHEM-C 540,LEC,OPEN,,75,64,0,IN_PERSON,Pohl N,MOWEFR,10:25,11:15,CX,A300
13002,BUS-A 509,LEC,OPEN,,30,6,0,IN_PERSON,Cook C,MOTUWETHFR,08:00,17:00,CG,3059
13003,MUS-I 500,LEC,OPEN,,18,17,0,IN_PERSON,Smith J,TU,12:20,14:00,SM,215
13005,SPCN-V 532,LEC,OPEN,,30,16,0,,Deng S,,,,WB,WEB
13009,CEUS-T 351,LEC,OPEN,,5,5,0,IN_PERSON,Nematollahi N,MOTUWEFR,11:35,12:25,WB,WEB
1301,CHEM-C 543,LEC,OPEN,,23,12,0,IN_PERSON,Snaddon T,MOWEFR,11:35,12:25,CX,A300
13010,CEUS-T 351,LEC,OPEN,,5,5,0,IN_PERSON,Nematollahi N,MOTUWEFR,11:35,12:25,WB,WEB
13011,CEUS-T 751,LEC,OPEN,,5,5,0,IN_PERSON,Nematollahi N,MOTUWEFR,11:35,12:25,WB,WEB
13012,CEUS-T 751,LEC,OPEN,,5,5,0,IN_PERSON,Nematollahi N,MOTUWEFR,11:35,12:25,WB,WEB
13018,EDUC-I 251,LEC,OPEN,,4,3,0,IN_PERSON,Cruz Gonzalez C,TUTH,15:55,17:10,ED,3017
13019,INST-H 200,LEC,OPEN,,12,5,0,IN_PERSON,Sharma R,MOTUWETH,11:35,12:25,WH,006
1302,CHEM-C 561,LEC,OPEN,,23,17,0,IN_PERSON,Shushkov P,TUTH,12:45,14:00,CX,A300
13020,INST-H 300,LEC,OPEN,,10,9,0,IN_PERSON,Sharma R,MOWETH,09:10,10:00,WH,114
13021,SPEA-V 379,LEC,CLOSED,,45,0,10,IN_PERSON,Wu J,MOWE,11:10,12:25,GY,1043
13022,SPH-N 120,LAB,OPEN,,15,1,0,IN_PERSON,Wang J; Meng X,TH,11:30,14:30,PH,09
13023,MUS-R 571,LEC,OPEN,,13,2,0,IN_PERSON,Shell M,MOWEFR,13:30,14:45,MC,301
13025,CSCI-P 566,LEC,OPEN,,65,64,0,IN_PERSON,Bahramian H,TUTH,14:20,15:35,LU,1001
13026,ENGR-E 687,LEC,OPEN,,10,4,0,,Loveless D,,,,ARR,
13027,ENG-L 111,LEC,OPEN,,90,82,0,,Larkin P,,,,ARR,
13028,MUS-J 425,LEC,OPEN,,20,4,0,,Wroth S,,,,MU,011
13029,SPEA-V 490,LEC,OPEN,,10,10,0,,Need A,,,,HD,TBA
1303,CHEM-C 810,LEC,OPEN,,99,79,0,,Bloch E,,,,ARR,
13030,ANTH-X 479,LEC,OPEN,,2,2,0,,King S,,,,ARR,
13031,ENGR-E 390,LEC,OPEN,,2,2,0,,Kim Y,,,,ARR,
13034,SWK-S 651,LEC,OPEN,,18,1,0,IN_PERSON,Tremel K,TH,15:55,18:40,AH,C1021
13035,SWK-S 651,LEC,OPEN,,18,1,0,IN_PERSON,Fries J,TH,15:55,18:40,AH,C1023A
13039,CEUS-R 509,LEC,OPEN,ESTONIA'S PLACE,25,20,0,IN_PERSON,Kivik P,TUTH,11:10,12:25,BH,306
1304,CHEM-C 840,LEC,OPEN,,98,71,0,,Bloch E,,,,ARR,
13040,CEUS-R 309,LEC,OPEN,ESTONIA'S PLACE,25,20,0,IN_PERSON,Kivik P,TUTH,11:10,12:25,BH,306
13041,CHEM-H 342,DIS,OPEN,,12,6,0,IN_PERSON,Miraghaee S,WE,15:10,16:00,PY,113
13042,MUS-V 400,LEC,OPEN,,14,10,0,,Villarreal P,,,,ARR,
13043,MUS-V 800,LEC,OPEN,,5,5,0,,Markgraf K,,,,ARR,
13044,MUS-V 900,LEC,OPEN,,18,10,0,,Markgraf K,,,,ARR,
13045,SLAV-S 501,LEC,OPEN,,5,4,0,IN_PERSON,Ozcelik T,MOTUWETH,09:10,10:00,LH,101
13046,SPH-K 496,LEC,OPEN,,3,3,0,,Moscicki B,,,,ARR,
13048,MUS-I 300,LEC,OPEN,,18,13,0,IN_PERSON,Villarreal P,MO,18:30,20:30,JS,315
13049,MUS-I 500,LEC,OPEN,,18,13,0,IN_PERSON,Villarreal P,MO,18:30,20:30,JS,315
1305,CHEM-C 860,LEC,OPEN,,98,81,0,,Bloch E,,,,ARR,
13050,MUS-F 519,LEC,OPEN,BASS ORCHESTRAL REPERTOIRE,10,10,0,IN_PERSON,Barker E,WE,13:00,14:30,MC,036
13051,MUS-V 400,LEC,OPEN,,18,10,0,,Markgraf K,,,,ARR,
13052,MUS-V 800,LEC,OPEN,,5,5,0,,Hymel Jr B,,,,ARR,
13053,MUS-V 900,LEC,OPEN,,18,13,0,,Hymel Jr B,,,,ARR,
13054,MUS-I 300,LEC,OPEN,,18,18,0,IN_PERSON,,WE,18:00,19:30,SM,350
13055,MUS-I 500,LEC,OPEN,,18,18,0,IN_PERSON,,WE,18:00,19:30,SM,350
13056,SPH-R 492,LEC,OPEN,,5,5,0,,Forist B,,,,ARR,
13057,MUS-E 610,LEC,OPEN,,10,10,0,,Cartledge D,,,,HD,TBA
13058,MUS-S 410,LEC,OPEN,,18,18,0,,Ehnes J; Rose S,,,,ARR,
13059,MUS-S 910,LEC,OPEN,,18,13,0,,Ehnes J; Rose S,,,,ARR,
1306,CHEM-C 880,LEC,OPEN,,98,75,0,,Bloch E,,,,ARR,
13060,MUS-Y 153,LEC,OPEN,,5,5,0,,Oddie J,,,,ARR,
13062,SLHS-S 417,LEC,OPEN,,8,8,0,,Gugel R,,,,WB,WEB
13064,MUS-D 400,LEC,OPEN,,18,18,0,,Miller A,,,,ARR,
13066,LING-L 499,LEC,OPEN,,10,10,0,,Shi S,,,,ARR,
13067,LING-L 499,LEC,OPEN,,10,10,0,,Gessler L,,,,ARR,
13068,LING-L 690,LEC,OPEN,,10,9,0,,Gessler L,,,,ARR,
13069,LING-L 690,LEC,OPEN,,10,10,0,,Shi S,,,,ARR,
1307,CHEM-G 901,LEC,OPEN,,150,82,0,,Bloch E,,,,ARR,
13070,LING-X 490,LEC,OPEN,,10,10,0,,Shi S,,,,ARR,
13071,LING-X 490,LEC,OPEN,,10,10,0,,Gessler L,,,,ARR,
13074,SEAS-F 201,LEC,OPEN,,14,5,0,IN_PERSON,De La Piedra K,MOWEFR,11:35,12:25,GY,1032
13075,MATH-M 119,LEC,CLOSED,,35,0,6,IN_PERSON,Clarkson C; Villatoro J; van Welzen B; Yuan C,TUTH,09:35,10:50,TE,F104
13076,EAS-E 141,LEC,OPEN,,48,2,0,IN_PERSON,Gong J,MOWE,11:35,12:25,GY,5051
13077,EAS-E 141,LEC,OPEN,,24,2,0,IN_PERSON,Gong J,TU,12:45,14:45,GY,2033
13078,EAS-E 141,LEC,CLOSED,,24,0,0,IN_PERSON,Gong J,TU,15:10,17:10,GY,2033
1308,CJUS-G 901,LEC,OPEN,,10,4,0,,Ernst B,,,,ARR,
13083,EAS-E 351,LEC,CLOSED,,26,0,2,IN_PERSON,Yanites B,TUTH,14:20,15:35,GY,2049
13086,NURS-K 310,LEC,OPEN,,20,15,0,,Landis S,,,,WB,WEB
13088,HPSC-X 125,LEC,OPEN,,18,3,0,IN_PERSON,Savion L,TH,09:35,12:05,BH,803
13089,HPSC-X 206,LEC,OPEN,,35,14,0,IN_PERSON,Cat J,MOWE,11:10,12:25,RA,B109
1309,CJUS-K 300,DIS,CLOSED,,26,0,0,IN_PERSON,Bowman R; Owens S,TH,15:10,16:00,BH,313
1310,CJUS-K 300,DIS,CLOSED,,25,0,0,IN_PERSON,Bowman R; Owens S,TH,16:20,17:10,BH,105
13102,MATH-B 110,LEC,CLOSED,,240,0,4,IN_PERSON,Demeter I,TUTH,11:10,12:25,RH,100
13103,MATH-B 110,LEC,OPEN,,240,10,1,IN_PERSON,Chen H,TUTH,08:00,09:15,RH,100
13104,REL-R 133,LEC,CLOSED,,164,0,0,IN_PERSON,Michelson P,TUTH,12:45,14:00,EP,257
1311,CJUS-P 100,LEC,OPEN,,200,6,0,IN_PERSON,Block M,MOWE,15:55,17:10,JH,124
13116,BUS-A 324,LEC,CLOSED,,52,0,2,IN_PERSON,Berski K,MOWE,19:05,20:20,HH,3034
13117,BUS-A 312,LEC,CLOSED,,52,0,30,IN_PERSON,Moore A,TUTH,14:20,15:35,CG,2061
13118,BUS-A 311,LEC,CLOSED,,52,0,11,IN_PERSON,Merkley K,TUTH,12:45,14:00,HH,1046
13119,BUS-A 329,LEC,CLOSED,,52,0,4,IN_PERSON,Coleman F,TUTH,15:55,17:10,HH,3030
1312,CJUS-P 100,LEC,CLOSED,,60,0,1,IN_PERSON,Lee C,TUTH,15:55,17:10,JH,065
13120,BUS-A 200,LEC,CLOSED,,95,0,7,IN_PERSON,Fell H,TUTH,09:35,10:50,HH,2050
13121,MATH-M 540,LEC,OPEN,,16,10,0,IN_PERSON,Le N,MOWEFR,13:55,14:45,RH,104
13127,MATH-M 301,LEC,OPEN,,33,2,1,IN_PERSON,Uskuplu E,MOWEFR,10:25,11:15,BH,206
13129,MATH-B 110,LEC,CLOSED,,240,0,15,IN_PERSON,Lahiri A,TUTH,14:20,15:35,JH,124
1313,CJUS-P 200,LEC,OPEN,,166,2,2,IN_PERSON,Brauer J; Williams V; Toedter H,MOWE,13:55,14:45,WH,101
13130,MATH-B 110,LEC,OPEN,,230,10,0,IN_PERSON,Mandlik N,MOWE,08:00,09:15,MO,007
13133,SOC-S 568,LEC,OPEN,,15,6,0,,Lee J,,,,ARR,
13137,SOC-S 100,LEC,CLOSED,,48,0,2,IN_PERSON,Dixon Everett H,TUTH,09:35,10:50,BH,005
13138,SOC-S 100,LEC,CLOSED,,48,0,2,IN_PERSON,Gao H,MOWE,11:10,12:25,GA,1112
13139,SOC-S 660,LEC,OPEN,LAW AND SOCIETY,15,1,0,IN_PERSON,Michelson E,MO,14:20,16:20,WH,114
1314,CJUS-P 200,DIS,CLOSED,,27,0,0,IN_PERSON,Brauer J; Williams V,FR,10:25,11:15,BH,143
13141,SOC-S 365,LEC,CLOSED,,100,0,12,,Hernandez E,,,,WB,WEB
13142,SOC-S 358,LEC,OPEN,,159,1,0,IN_PERSON,Mueller A,MOWE,15:55,17:10,ED,1120
13147,PHIL-P 105,DIS,CLOSED,,17,0,1,IN_PERSON,Jo M,FR,10:25,11:15,SY,037
13148,PHIL-P 105,DIS,CLOSED,,17,0,0,IN_PERSON,Rogers M,FR,12:45,13:35,SY,037
1315,CJUS-P 200,DIS,CLOSED,,28,0,2,IN_PERSON,Brauer J; Williams V,FR,11:35,12:25,BH,143
13151,CLAS-C 311,LEC,CLOSED,,25,0,0,IN_PERSON,Beck B,MOWE,14:20,15:35,WH,009
1316,CJUS-P 200,DIS,OPEN,,27,1,0,IN_PERSON,Brauer J; Williams V,FR,12:45,13:35,BH,143
13162,INFO-I 211,LAB,CLOSED,,24,0,0,IN_PERSON,Muehlhaus K,TH,12:45,14:00,I,232
13163,INFO-I 211,LAB,OPEN,,30,16,0,IN_PERSON,Hayes A,FR,12:45,14:00,I,109
13165,THTR-T 528,LEC,OPEN,INTRO PROJECTION & MEDIA DESIGN,10,8,0,IN_PERSON,Lucas R,TUTH,11:10,12:25,TH,A205
